#Re    B    Pr    Pe    BPe    t    avg_uh    tdisp    mdisp    eta (local)    eta (global)    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    lam_Fr tdisp    lam_Fr mdisp    lam_Fr eta (local)    lam_Fr eta (global)    lam_Fr_vortz tdisp    lam_Fr_vortz mdisp    lam_Fr_vortz eta (local)    lam_Fr_vortz eta (global)    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    turb_Fr tdisp    turb_Fr mdisp    turb_Fr eta (local)    turb_Fr eta (global)    turb_Fr_vortz tdisp    turb_Fr_vortz mdisp    turb_Fr_vortz eta (local)    turb_Fr_vortz eta (global)    vlam    vturb    vlam_Fr    vturb_Fr    vlam_Fr_vortz    vturb_Fr_vortz    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    8.2195e+01    1.9506e+00    6.4873e-02    1.2286e+02    3.6046e-01    3.4556e-01    5.9812e-02    1.1252e+02    3.6102e-01    3.4707e-01    1.0528e-01    2.0540e+02    3.5602e-01    3.3888e-01    5.6598e-02    1.0936e+02    3.5866e-01    3.4104e-01    9.0542e-02    1.6474e+02    3.6606e-01    3.5467e-01    6.2202e-02    6.2202e-02    3.6112e-01    3.4838e-01    1.3099e-01    2.8411e+02    3.4436e-01    3.1557e-01    8.8871e-01    1.1129e-01    7.5622e-01    2.4378e-01    9.6117e-01    3.8826e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    8.4312e+01    2.0616e+00    9.7768e-02    1.3901e+02    4.1000e-01    4.1290e-01    8.7195e-02    1.2206e+02    4.1174e-01    4.1669e-01    1.5871e-01    2.3673e+02    4.0000e-01    4.0135e-01    8.2856e-02    1.1770e+02    4.1205e-01    4.1312e-01    1.3326e-01    1.8973e+02    4.0512e-01    4.1258e-01    9.0858e-02    9.0858e-02    4.1163e-01    4.1776e-01    2.1593e-01    3.5077e+02    3.8218e-01    3.8102e-01    8.5216e-01    1.4784e-01    7.0413e-01    2.9587e-01    9.4475e-01    5.5250e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    8.6412e+01    2.0082e+00    8.5513e-02    1.5458e+02    3.7025e-01    3.5617e-01    7.6713e-02    1.3125e+02    3.7614e-01    3.6887e-01    1.3732e-01    2.9192e+02    3.3560e-01    3.1992e-01    7.3239e-02    1.2548e+02    3.7794e-01    3.6855e-01    1.1605e-01    2.2697e+02    3.5112e-01    3.3831e-01    7.9903e-02    7.9903e-02    3.7383e-01    3.6597e-01    1.7538e-01    4.1338e+02    3.1288e-01    2.9788e-01    8.5482e-01    1.4518e-01    7.1332e-01    2.8668e-01    9.4125e-01    5.8750e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    8.8212e+01    2.0693e+00    1.0931e-01    1.6637e+02    3.9131e-01    3.9652e-01    9.5204e-02    1.4259e+02    3.9426e-01    4.0036e-01    1.8085e-01    2.8691e+02    3.7638e-01    3.8663e-01    9.1145e-02    1.3740e+02    3.9370e-01    3.9881e-01    1.4895e-01    2.2958e+02    3.8610e-01    3.9349e-01    9.9956e-02    9.9956e-02    3.9342e-01    4.0029e-01    2.3960e-01    3.9777e+02    3.6195e-01    3.7592e-01    8.3527e-01    1.6473e-01    6.8572e-01    3.1428e-01    9.3300e-01    6.6997e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    9.0053e+01    2.0586e+00    1.2446e-01    1.9387e+02    3.9706e-01    3.9098e-01    1.1015e-01    1.5912e+02    4.0547e-01    4.0909e-01    1.8414e-01    3.3882e+02    3.6200e-01    3.5211e-01    1.0541e-01    1.5201e+02    4.0662e-01    4.0950e-01    1.6114e-01    2.7446e+02    3.7866e-01    3.6992e-01    1.1444e-01    1.1444e-01    4.0219e-01    4.0447e-01    2.2613e-01    4.5125e+02    3.4502e-01    3.3383e-01    8.0660e-01    1.9340e-01    6.5814e-01    3.4186e-01    9.1030e-01    8.9704e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    9.2027e+01    2.0100e+00    7.9958e-02    1.4818e+02    3.7524e-01    3.5048e-01    7.3130e-02    1.3056e+02    3.7955e-01    3.5902e-01    1.2391e-01    2.6156e+02    3.4751e-01    3.2145e-01    7.0748e-02    1.2608e+02    3.8115e-01    3.5945e-01    1.0470e-01    2.0756e+02    3.5935e-01    3.3530e-01    7.5353e-02    7.5353e-02    3.7776e-01    3.5693e-01    1.6386e-01    3.7440e+02    3.2923e-01    3.0443e-01    8.6554e-01    1.3446e-01    7.2873e-01    2.7127e-01    9.4798e-01    5.2022e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    9.3898e+01    1.9883e+00    1.1237e-01    1.6631e+02    3.9768e-01    4.0322e-01    9.3884e-02    1.3574e+02    3.9987e-01    4.0885e-01    1.9867e-01    3.0903e+02    3.8743e-01    3.9132e-01    8.9715e-02    1.3066e+02    4.0055e-01    4.0710e-01    1.6066e-01    2.4229e+02    3.9155e-01    3.9870e-01    9.8581e-02    9.8581e-02    3.9961e-01    4.0867e-01    2.6135e-01    4.2207e+02    3.7684e-01    3.8241e-01    8.2357e-01    1.7643e-01    6.8063e-01    3.1937e-01    9.1528e-01    8.4724e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    9.5915e+01    1.9084e+00    7.3665e-02    1.2393e+02    3.8511e-01    3.7281e-01    6.9379e-02    1.1349e+02    3.8766e-01    3.7939e-01    1.1176e-01    2.1670e+02    3.6253e-01    3.4025e-01    6.6330e-02    1.0984e+02    3.8719e-01    3.7652e-01    9.9929e-02    1.7439e+02    3.7768e-01    3.6428e-01    7.1513e-02    7.1513e-02    3.8705e-01    3.7842e-01    1.3043e-01    2.9440e+02    3.3403e-01    3.0703e-01    8.9887e-01    1.0113e-01    7.8169e-01    2.1831e-01    9.6348e-01    3.6519e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    9.8055e+01    1.9030e+00    7.2300e-02    1.2193e+02    3.8406e-01    3.7223e-01    6.6283e-02    1.0924e+02    3.8692e-01    3.7763e-01    1.2616e-01    2.3552e+02    3.5839e-01    3.4881e-01    6.2997e-02    1.0503e+02    3.8811e-01    3.7492e-01    1.0662e-01    1.8428e+02    3.6911e-01    3.6652e-01    6.8941e-02    6.8941e-02    3.8589e-01    3.7735e-01    1.6143e-01    3.3889e+02    3.3554e-01    3.2265e-01    8.9950e-01    1.0050e-01    7.8671e-01    2.1329e-01    9.6369e-01    3.6314e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.0015e+02    1.9372e+00    6.9888e-02    1.2289e+02    3.7155e-01    3.6253e-01    6.3513e-02    1.0957e+02    3.7431e-01    3.6696e-01    1.2211e-01    2.3205e+02    3.4896e-01    3.4479e-01    6.0678e-02    1.0531e+02    3.7665e-01    3.6555e-01    9.8907e-02    1.7827e+02    3.5550e-01    3.5684e-01    6.5848e-02    6.5848e-02    3.7292e-01    3.6614e-01    1.7328e-01    3.5050e+02    3.3669e-01    3.3083e-01    8.9120e-01    1.0880e-01    7.5908e-01    2.4092e-01    9.6239e-01    3.7606e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.0207e+02    2.0080e+00    9.6112e-02    1.5039e+02    3.8345e-01    3.8990e-01    8.3381e-02    1.2955e+02    3.8609e-01    3.9159e-01    1.7589e-01    2.8101e+02    3.6693e-01    3.8497e-01    8.0897e-02    1.2492e+02    3.8826e-01    3.9305e-01    1.3626e-01    2.1761e+02    3.7076e-01    3.8506e-01    8.6913e-02    8.6913e-02    3.8470e-01    3.9077e-01    2.5058e-01    4.0041e+02    3.6251e-01    3.8492e-01    8.6238e-01    1.3762e-01    7.2518e-01    2.7482e-01    9.4379e-01    5.6205e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.0410e+02    2.0308e+00    1.0318e-01    1.5641e+02    4.0275e-01    3.9746e-01    9.1136e-02    1.3618e+02    4.0372e-01    4.0093e-01    1.6042e-01    2.5262e+02    3.9813e-01    3.8840e-01    8.6762e-02    1.3147e+02    4.0304e-01    3.9757e-01    1.3756e-01    2.0866e+02    4.0213e-01    3.9733e-01    9.6178e-02    9.6178e-02    4.0468e-01    4.0361e-01    1.9470e-01    3.4338e+02    3.7744e-01    3.6185e-01    8.2622e-01    1.7378e-01    6.7688e-01    3.2312e-01    9.2897e-01    7.1029e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.0594e+02    1.9603e+00    9.4689e-02    1.5733e+02    3.8616e-01    3.7572e-01    8.5173e-02    1.3587e+02    3.9079e-01    3.8532e-01    1.4767e-01    2.7685e+02    3.6037e-01    3.4786e-01    8.2309e-02    1.3076e+02    3.9237e-01    3.8630e-01    1.2555e-01    2.2359e+02    3.7068e-01    3.5961e-01    8.8267e-02    8.8267e-02    3.8920e-01    3.8342e-01    1.8509e-01    3.7402e+02    3.4332e-01    3.3104e-01    8.4775e-01    1.5225e-01    7.1373e-01    2.8627e-01    9.3367e-01    6.6326e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.0801e+02    1.9471e+00    6.9338e-02    1.2980e+02    3.6983e-01    3.4819e-01    6.4321e-02    1.1732e+02    3.7313e-01    3.5412e-01    1.0767e-01    2.2519e+02    3.4466e-01    3.2347e-01    6.1789e-02    1.1383e+02    3.7308e-01    3.5184e-01    9.1403e-02    1.7649e+02    3.6034e-01    3.4120e-01    6.6288e-02    6.6288e-02    3.7161e-01    3.5261e-01    1.4595e-01    3.3308e+02    3.2521e-01    3.0468e-01    8.8426e-01    1.1574e-01    7.4507e-01    2.5493e-01    9.6170e-01    3.8296e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.1005e+02    1.9377e+00    8.3148e-02    1.4498e+02    3.7850e-01    3.6447e-01    7.6229e-02    1.2895e+02    3.8192e-01    3.7152e-01    1.2856e-01    2.5023e+02    3.5606e-01    3.3939e-01    7.2822e-02    1.2480e+02    3.8194e-01    3.6849e-01    1.1230e-01    2.0196e+02    3.6879e-01    3.5734e-01    7.8947e-02    7.8947e-02    3.8100e-01    3.7146e-01    1.5867e-01    3.4999e+02    3.3348e-01    3.1194e-01    8.6779e-01    1.3221e-01    7.3843e-01    2.6157e-01    9.4731e-01    5.2686e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.3008e+02    1.9904e+00    7.9136e-02    1.4402e+02    3.6947e-01    3.5462e-01    7.3387e-02    1.2776e+02    3.7374e-01    3.6484e-01    1.1961e-01    2.5847e+02    3.3936e-01    3.1637e-01    7.0561e-02    1.2293e+02    3.7575e-01    3.6468e-01    1.0378e-01    2.0463e+02    3.5142e-01    3.3650e-01    7.5929e-02    7.5929e-02    3.7188e-01    3.6284e-01    1.4587e-01    3.6643e+02    3.1916e-01    2.8474e-01    8.7563e-01    1.2437e-01    7.4185e-01    2.5815e-01    9.5414e-01    4.5856e-02    
6.0000e+02    1.0000e+02    1.0000e-01    6.0000e+01    6.0000e+03    1.5068e+02    2.0327e+00    7.8591e-02    1.3598e+02    3.7956e-01    3.6627e-01    7.3513e-02    1.2482e+02    3.8170e-01    3.7066e-01    1.0940e-01    2.0372e+02    3.6660e-01    3.4939e-01    7.1192e-02    1.2234e+02    3.8134e-01    3.6785e-01    9.5879e-02    1.6785e+02    3.7540e-01    3.6355e-01    7.5853e-02    7.5853e-02    3.8139e-01    3.7090e-01    1.3549e-01    2.8824e+02    3.4156e-01    3.1976e-01    8.5851e-01    1.4149e-01    7.0029e-01    2.9971e-01    9.5409e-01    4.5910e-02    



# Index 003: Re = 600.00, Pe =  60.00, B =  30.00
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    4.1777e+00    1.4063e+00    1.0896e-13    5.6571e+00    1.6760e-11    5.7783e-12    1.1092e-13    3.1960e+00    2.3540e-11    1.0412e-11    1.0513e-13    1.0468e+01    3.5080e-12    3.0132e-12    1.1045e-13    2.9058e+00    2.5950e-11    1.1403e-11    1.0692e-13    9.4227e+00    4.1828e-12    3.4040e-12    1.1132e-13    1.1132e-13    2.1590e-11    9.4440e-12    1.0221e-13    1.1724e+01    2.9430e-12    2.6155e-12    6.6154e-01    3.3846e-01    5.7782e-01    4.2218e-01    7.4097e-01    2.5903e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    7.2123e+00    1.8565e+00    6.1723e-12    1.0382e+01    2.9447e-10    1.7836e-10    7.6700e-12    4.8391e+00    4.5570e-10    4.7550e-10    4.5532e-12    1.6374e+01    1.2019e-10    8.3421e-11    7.4459e-12    4.3701e+00    4.9937e-10    5.1115e-10    5.3174e-12    1.4417e+01    1.5695e-10    1.1065e-10    7.7147e-12    7.7147e-12    4.0747e-10    4.0152e-10    3.0996e-12    1.9582e+01    6.9369e-11    4.7488e-11    5.1946e-01    4.8054e-01    4.0163e-01    5.9837e-01    6.6578e-01    3.3422e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    9.8925e+00    2.0897e+00    1.4104e-08    1.0653e+01    4.8609e-07    3.9717e-07    1.4628e-08    5.3113e+00    7.0505e-07    8.2622e-07    1.3521e-08    1.6585e+01    2.4297e-07    2.4459e-07    1.3794e-08    4.8406e+00    7.5376e-07    8.5492e-07    1.4282e-08    1.4014e+01    3.3134e-07    3.0575e-07    1.5935e-08    1.5935e-08    6.4687e-07    7.6235e-07    9.7671e-09    2.1030e+01    1.0540e-07    1.3933e-07    5.2615e-01    4.7385e-01    3.6634e-01    6.3366e-01    7.0307e-01    2.9693e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    1.2357e+01    2.1745e+00    3.3519e-06    1.0078e+01    1.4009e-04    9.9770e-05    2.3405e-06    4.8389e+00    1.7188e-04    1.4509e-04    4.6258e-06    1.6676e+01    1.0005e-04    8.3210e-05    1.7468e-06    4.3765e+00    1.8737e-04    1.1972e-04    4.4862e-06    1.4107e+01    1.0668e-04    9.5395e-05    3.7864e-06    3.7864e-06    1.7869e-04    1.9347e-04    2.2201e-06    2.1042e+01    3.9507e-05    3.1651e-05    5.5740e-01    4.4260e-01    4.1405e-01    5.8595e-01    7.2264e-01    2.7736e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    1.4490e+01    2.5673e+00    1.3631e-04    1.2912e+01    3.0581e-03    3.1572e-03    8.8202e-05    5.5412e+00    3.8680e-03    4.7526e-03    1.8343e-04    2.0129e+01    2.2651e-03    2.7262e-03    6.3701e-05    4.9918e+00    3.8750e-03    3.8137e-03    1.6885e-04    1.6460e+01    2.6921e-03    3.0679e-03    1.2189e-04    1.2189e-04    3.7328e-03    5.1948e-03    1.7134e-04    2.7264e+01    1.4195e-03    1.8818e-03    4.9477e-01    5.0523e-01    3.0943e-01    6.9057e-01    7.0836e-01    2.9164e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    1.6308e+01    2.6003e+00    7.2536e-03    1.7318e+01    3.9880e-02    1.1163e-01    8.3279e-03    8.9618e+00    5.5007e-02    2.1800e-01    6.0975e-03    2.6310e+01    2.3602e-02    6.5008e-02    8.7775e-03    8.3840e+00    6.0083e-02    2.3901e-01    6.4817e-03    2.1843e+01    2.9646e-02    8.1744e-02    7.6784e-03    7.6784e-03    4.8396e-02    1.7754e-01    6.1096e-03    3.5220e+01    1.6943e-02    4.9466e-02    5.1832e-01    4.8168e-01    3.3621e-01    6.6379e-01    7.2924e-01    2.7076e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    1.7608e+01    2.8270e+00    7.3789e-02    4.4910e+01    1.3991e-01    3.3017e-01    4.8590e-02    1.8667e+01    1.7915e-01    4.3848e-01    1.0214e-01    7.4436e+01    9.5764e-02    2.9162e-01    4.8511e-02    1.7769e+01    1.9187e-01    4.5026e-01    8.7400e-02    5.9523e+01    1.1194e-01    3.0580e-01    4.9624e-02    4.9624e-02    1.5988e-01    4.1281e-01    1.4180e-01    1.1170e+02    8.3725e-02    2.7579e-01    5.2944e-01    4.7056e-01    3.4999e-01    6.5001e-01    7.3783e-01    2.6217e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    1.8949e+01    2.8298e+00    1.5076e-01    6.8689e+01    3.3281e-01    3.9702e-01    1.3565e-01    3.5354e+01    4.1154e-01    5.3512e-01    1.6839e-01    1.0763e+02    2.4085e-01    3.1945e-01    1.4201e-01    3.3910e+01    4.3486e-01    5.5682e-01    1.5559e-01    8.7943e+01    2.7631e-01    3.4674e-01    1.3331e-01    1.3331e-01    3.8076e-01    5.0627e-01    1.9897e-01    1.5075e+02    2.0024e-01    2.8365e-01    5.3875e-01    4.6125e-01    3.5634e-01    6.4366e-01    7.3434e-01    2.6566e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.0444e+01    2.8396e+00    1.7480e-01    4.7561e+01    4.7116e-01    5.2440e-01    1.7482e-01    3.1591e+01    5.4317e-01    6.2409e-01    1.7476e-01    6.9990e+01    3.7002e-01    4.2828e-01    1.7900e-01    3.0365e+01    5.6035e-01    6.3879e-01    1.7195e-01    5.9231e+01    4.1063e-01    4.6550e-01    1.7188e-01    1.7188e-01    5.2082e-01    6.0356e-01    1.8435e-01    9.2385e+01    3.0856e-01    3.7447e-01    5.8412e-01    4.1588e-01    4.0429e-01    5.9571e-01    7.6603e-01    2.3397e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.1917e+01    3.0126e+00    3.4597e-01    6.2647e+01    5.5267e-01    6.2360e-01    3.4621e-01    4.7869e+01    6.0412e-01    6.8452e-01    3.4562e-01    8.3299e+01    4.8079e-01    5.5451e-01    3.5288e-01    4.6475e+01    6.1422e-01    6.9493e-01    3.4148e-01    7.3138e+01    5.1275e-01    5.8345e-01    3.3892e-01    3.3892e-01    5.8701e-01    6.6974e-01    3.7099e-01    1.0706e+02    4.3077e-01    5.0970e-01    5.8289e-01    4.1711e-01    3.9346e-01    6.0654e-01    7.8024e-01    2.1976e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.3316e+01    3.1565e+00    6.2277e-01    1.1308e+02    5.6417e-01    6.2296e-01    5.8647e-01    7.5287e+01    6.1897e-01    7.0032e-01    6.6491e-01    1.5695e+02    5.0054e-01    5.5965e-01    5.8213e-01    7.0983e+01    6.2942e-01    7.1101e-01    6.4490e-01    1.3599e+02    5.2865e-01    5.8723e-01    5.9247e-01    5.9247e-01    6.0432e-01    6.8429e-01    7.0840e-01    2.0089e+02    4.5069e-01    5.1406e-01    5.3723e-01    4.6277e-01    3.5248e-01    6.4752e-01    7.3862e-01    2.6138e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.4505e+01    3.0689e+00    1.0211e+00    2.4694e+02    5.5939e-01    5.5367e-01    8.9017e-01    1.1212e+02    6.2756e-01    7.0430e-01    1.1343e+00    3.6349e+02    5.0046e-01    4.8351e-01    8.9332e-01    1.0542e+02    6.3753e-01    7.1768e-01    1.0750e+00    3.0661e+02    5.2645e-01    5.1262e-01    8.9825e-01    8.9825e-01    6.1238e-01    6.8375e-01    1.2550e+00    4.7982e+02    4.5850e-01    4.3967e-01    4.6366e-01    5.3634e-01    2.9656e-01    7.0344e-01    6.5566e-01    3.4434e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.5603e+01    2.7428e+00    1.1773e+00    2.8026e+02    5.4336e-01    5.5757e-01    1.0794e+00    1.2831e+02    6.2335e-01    7.1621e-01    1.2501e+00    3.9322e+02    4.8389e-01    4.8817e-01    1.0940e+00    1.2223e+02    6.3177e-01    7.2864e-01    1.2099e+00    3.4200e+02    5.0882e-01    5.1487e-01    1.0660e+00    1.0660e+00    6.0791e-01    6.9450e-01    1.3433e+00    4.8835e+02    4.4713e-01    4.5213e-01    4.2639e-01    5.7361e-01    2.8091e-01    7.1909e-01    5.9849e-01    4.0151e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.6680e+01    2.4166e+00    1.1413e+00    3.0466e+02    5.3577e-01    5.2915e-01    9.7218e-01    1.3581e+02    6.1644e-01    6.8229e-01    1.2576e+00    4.2079e+02    4.8030e-01    4.7273e-01    9.6579e-01    1.3000e+02    6.2431e-01    6.9028e-01    1.2099e+00    3.7293e+02    5.0116e-01    4.9322e-01    9.8135e-01    9.8135e-01    6.0411e-01    6.6800e-01    1.3435e+00    5.0491e+02    4.4935e-01    4.4391e-01    4.0748e-01    5.9252e-01    2.8101e-01    7.1899e-01    5.5843e-01    4.4157e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.7900e+01    2.3336e+00    8.9489e-01    2.7290e+02    5.1240e-01    4.9590e-01    7.7433e-01    1.2442e+02    5.9492e-01    6.5121e-01    9.8089e-01    3.7882e+02    4.5353e-01    4.3719e-01    7.8051e-01    1.1953e+02    6.0342e-01    6.6204e-01    9.4195e-01    3.3601e+02    4.7495e-01    4.5682e-01    7.7239e-01    7.7239e-01    5.8165e-01    6.3466e-01    1.0536e+00    4.5367e+02    4.2268e-01    4.1063e-01    4.1635e-01    5.8365e-01    2.9150e-01    7.0850e-01    5.6440e-01    4.3560e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    2.9198e+01    2.1133e+00    8.7285e-01    2.5668e+02    5.1334e-01    5.0499e-01    7.3963e-01    1.2320e+02    5.8533e-01    6.4300e-01    9.6606e-01    3.5007e+02    4.6298e-01    4.5292e-01    7.3637e-01    1.1958e+02    5.9011e-01    6.4881e-01    9.3070e-01    3.1479e+02    4.8080e-01    4.7005e-01    7.4735e-01    7.4735e-01    5.7621e-01    6.3261e-01    1.0236e+00    4.0859e+02    4.3784e-01    4.2908e-01    4.1164e-01    5.8836e-01    2.9770e-01    7.0230e-01    5.4568e-01    4.5432e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    3.0610e+01    1.8822e+00    8.0038e-01    2.4583e+02    4.9956e-01    4.9412e-01    7.0233e-01    1.2311e+02    5.7119e-01    6.3119e-01    8.6917e-01    3.3194e+02    4.4930e-01    4.3995e-01    7.0266e-01    1.1955e+02    5.7642e-01    6.3811e-01    8.4538e-01    3.0399e+02    4.6416e-01    4.5483e-01    7.0432e-01    7.0432e-01    5.6336e-01    6.2109e-01    9.0591e-01    3.7429e+02    4.2946e-01    4.2066e-01    4.1234e-01    5.8766e-01    3.1534e-01    6.8466e-01    5.2350e-01    4.7650e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    3.2368e+01    1.6699e+00    4.6895e-01    1.4825e+02    4.9451e-01    4.8690e-01    4.1911e-01    8.6909e+01    5.5292e-01    5.9129e-01    5.1747e-01    2.0798e+02    4.3764e-01    4.2740e-01    4.1813e-01    8.4697e+01    5.5790e-01    5.9694e-01    5.0299e-01    1.9082e+02    4.5205e-01    4.4158e-01    4.2069e-01    4.2069e-01    5.4604e-01    5.8329e-01    5.3926e-01    2.3289e+02    4.1944e-01    4.0992e-01    4.9332e-01    5.0668e-01    4.0112e-01    5.9888e-01    5.9298e-01    4.0702e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    3.4303e+01    1.6670e+00    4.0648e-01    1.1326e+02    5.0285e-01    5.1846e-01    3.6551e-01    7.3351e+01    5.4361e-01    5.9919e-01    4.5847e-01    1.6390e+02    4.5115e-01    4.5627e-01    3.6469e-01    7.1737e+01    5.4788e-01    6.0398e-01    4.4157e-01    1.4812e+02    4.6505e-01    4.7211e-01    3.6824e-01    3.6824e-01    5.3786e-01    5.9274e-01    4.8263e-01    1.8765e+02    4.3314e-01    4.3553e-01    5.5924e-01    4.4076e-01    4.5638e-01    5.4362e-01    6.6570e-01    3.3430e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    3.6238e+01    1.5714e+00    4.0350e-01    1.1821e+02    5.0120e-01    5.0594e-01    3.4991e-01    7.5101e+01    5.3938e-01    5.8294e-01    4.7727e-01    1.7755e+02    4.4864e-01    4.4642e-01    3.4818e-01    7.3094e+01    5.4343e-01    5.8832e-01    4.5697e-01    1.6182e+02    4.6038e-01    4.5864e-01    3.5290e-01    3.5290e-01    5.3465e-01    5.7634e-01    5.0509e-01    1.9930e+02    4.3404e-01    4.3192e-01    5.7924e-01    4.2076e-01    4.9150e-01    5.0850e-01    6.6753e-01    3.3247e-01    
6.0000e+02    3.0000e+01    1.0000e-01    6.0000e+01    1.8000e+03    3.8189e+01    1.5455e+00    3.9704e-01    1.1109e+02    5.1080e-01    5.1742e-01    3.6855e-01    7.4866e+01    5.5296e-01    5.9626e-01    4.3562e-01    1.6016e+02    4.5370e-01    4.4933e-01    3.6789e-01    7.3084e+01    5.5774e-01    6.0162e-01    4.2498e-01    1.4753e+02    4.6580e-01    4.6357e-01    3.6970e-01    3.6970e-01    5.4742e-01    5.8942e-01    4.5079e-01    1.7762e+02    4.3879e-01    4.3226e-01    5.7530e-01    4.2470e-01    4.8950e-01    5.1050e-01    6.6289e-01    3.3711e-01    
